Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Factory_Latitude,Factory_Longitude,Shipping Lead Time
869,US-2021-150490-CHO-FUD-51000,2024-08-05,2027-02-01,Standard Class,150490,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,910
870,US-2021-150490-CHO-NUT-13000,2024-08-05,2027-02-01,Standard Class,150490,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1.0,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036,910
871,US-2021-110065-CHO-FUD-51000,2024-08-05,2027-02-01,Standard Class,110065,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1.0,2.4,1.2,Lot's O' Nuts,32.881893,-111.768036,910
872,US-2021-115357-CHO-NUT-13000,2024-08-06,2027-02-01,Second Class,115357,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,909
873,US-2021-137575-CHO-NUT-13000,2024-08-06,2027-02-01,Standard Class,137575,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,909
874,US-2021-156790-CHO-MIL-31000,2024-08-08,2027-01-31,Second Class,156790,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4.0,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,906
875,US-2021-151708-CHO-NUT-13000,2024-08-08,2027-02-04,Standard Class,151708,United States,Glendale,Arizona,85301,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4.0,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,910
876,US-2021-131450-CHO-MIL-31000,2024-08-08,2027-02-05,Standard Class,131450,United States,San Diego,California,92024,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8.0,16.88,9.12,Wicked Choccy's,32.076176,-81.088371,911
877,US-2021-124478-CHO-FUD-51000,2024-08-08,2027-02-02,Standard Class,124478,United States,Trenton,Michigan,48183,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6.0,14.4,7.2,Lot's O' Nuts,32.881893,-111.768036,908
878,US-2021-124478-OTH-LIC-15000,2024-08-08,2027-02-02,Standard Class,124478,United States,Trenton,Michigan,48183,Other,Interior,OTH-LIC-15000,Lickable Wallpaper,60.0,3.0,30.0,30.0,Secret Factory,41.446333,-90.565487,908
879,US-2021-131450-CHO-TRI-54000,2024-08-08,2027-02-05,Standard Class,131450,United States,San Diego,California,92024,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,911
880,US-2021-124478-CHO-FUD-51000,2024-08-08,2027-02-02,Standard Class,124478,United States,Trenton,Michigan,48183,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3.0,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,908
881,US-2021-154669-CHO-MIL-31000,2024-08-08,2027-02-01,Second Class,154669,United States,Vacaville,California,95687,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,35.75,11.0,23.21,12.54,Wicked Choccy's,32.076176,-81.088371,907
882,US-2021-151708-CHO-TRI-54000,2024-08-08,2027-02-04,Standard Class,151708,United States,Glendale,Arizona,85301,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,910
883,US-2021-124478-CHO-SCR-58000,2024-08-08,2027-02-02,Standard Class,124478,United States,Trenton,Michigan,48183,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1.0,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,908
884,US-2021-131450-CHO-MIL-31000,2024-08-08,2027-02-05,Standard Class,131450,United States,San Diego,California,92024,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,911
885,US-2021-124478-CHO-MIL-31000,2024-08-08,2027-02-02,Standard Class,124478,United States,Trenton,Michigan,48183,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2.0,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,908
886,US-2021-131450-CHO-FUD-51000,2024-08-08,2027-02-05,Standard Class,131450,United States,San Diego,California,92024,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5.0,12.0,6.0,Lot's O' Nuts,32.881893,-111.768036,911
887,CA-2021-129322-CHO-FUD-51000,2024-08-08,2027-01-31,Second Class,129322,Canada,Toronto,Ontario,M5H,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,906
888,CA-2021-129322-CHO-SCR-58000,2024-08-08,2027-01-31,Second Class,129322,Canada,Toronto,Ontario,M5H,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,906
889,CA-2021-129322-CHO-TRI-54000,2024-08-08,2027-01-31,Second Class,129322,Canada,Toronto,Ontario,M5H,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7.0,17.15,9.1,Wicked Choccy's,32.076176,-81.088371,906
890,US-2021-161249-CHO-TRI-54000,2024-08-09,2027-02-03,Standard Class,161249,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5.0,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,908
891,US-2021-169726-CHO-NUT-13000,2024-08-09,2027-02-03,Standard Class,169726,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7.0,17.43,7.0,Lot's O' Nuts,32.881893,-111.768036,908
892,US-2021-161249-CHO-MIL-31000,2024-08-09,2027-02-03,Standard Class,161249,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,908
893,US-2021-110527-CHO-MIL-31000,2024-08-09,2027-02-06,Standard Class,110527,United States,San Diego,California,92037,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8.0,16.88,9.12,Wicked Choccy's,32.076176,-81.088371,911
894,US-2021-141901-CHO-SCR-58000,2024-08-09,2027-02-04,Standard Class,141901,United States,Fresno,California,93727,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1.0,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,909
895,US-2021-167850-CHO-MIL-31000,2024-08-09,2027-02-06,Standard Class,167850,United States,Saint Petersburg,Florida,33710,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,911
896,US-2021-166471-CHO-NUT-13000,2024-08-09,2027-02-03,Standard Class,166471,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,908
897,US-2021-166471-CHO-NUT-13000,2024-08-09,2027-02-03,Standard Class,166471,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4.0,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,908
898,US-2021-167850-CHO-FUD-51000,2024-08-09,2027-02-06,Standard Class,167850,United States,Saint Petersburg,Florida,33710,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,911
899,US-2021-127012-CHO-MIL-31000,2024-08-11,2027-02-05,Standard Class,127012,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1.0,2.11,1.14,Wicked Choccy's,32.076176,-81.088371,908
900,US-2021-127012-CHO-TRI-54000,2024-08-11,2027-02-05,Standard Class,127012,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1.0,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,908
901,US-2021-127012-CHO-TRI-54000,2024-08-11,2027-02-05,Standard Class,127012,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,908
902,US-2021-154641-CHO-TRI-54000,2024-08-11,2027-02-06,Standard Class,154641,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1.0,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,909
903,US-2021-109897-CHO-MIL-31000,2024-08-12,2027-02-06,Standard Class,109897,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,908
904,US-2021-156244-CHO-NUT-13000,2024-08-12,2027-02-06,Standard Class,156244,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6.0,14.94,6.0,Lot's O' Nuts,32.881893,-111.768036,908
905,US-2021-156244-CHO-SCR-58000,2024-08-12,2027-02-06,Standard Class,156244,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5.0,12.5,5.5,Lot's O' Nuts,32.881893,-111.768036,908
906,US-2021-153927-CHO-MIL-31000,2024-08-12,2027-02-03,First Class,153927,United States,Woodstock,Georgia,30188,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,905
907,US-2021-109302-CHO-TRI-54000,2024-08-12,2027-02-06,Standard Class,109302,United States,Lakewood,New Jersey,8701,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7.0,17.15,9.1,Wicked Choccy's,32.076176,-81.088371,908
908,US-2021-156244-CHO-NUT-13000,2024-08-12,2027-02-06,Standard Class,156244,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1.0,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036,908
909,US-2021-156244-CHO-NUT-13000,2024-08-12,2027-02-06,Standard Class,156244,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6.0,14.94,6.0,Lot's O' Nuts,32.881893,-111.768036,908
910,US-2021-156244-CHO-FUD-51000,2024-08-12,2027-02-06,Standard Class,156244,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,908
911,US-2021-153927-CHO-NUT-13000,2024-08-12,2027-02-03,First Class,153927,United States,Woodstock,Georgia,30188,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,45.37,13.0,32.37,13.0,Lot's O' Nuts,32.881893,-111.768036,905
912,US-2021-156244-CHO-FUD-51000,2024-08-12,2027-02-06,Standard Class,156244,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7.0,16.8,8.4,Lot's O' Nuts,32.881893,-111.768036,908
913,US-2021-109897-CHO-MIL-31000,2024-08-12,2027-02-06,Standard Class,109897,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8.0,16.88,9.12,Wicked Choccy's,32.076176,-81.088371,908
914,US-2021-164406-CHO-NUT-13000,2024-08-15,2027-02-09,Standard Class,164406,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4.0,9.96,4.0,Lot's O' Nuts,32.881893,-111.768036,908
915,US-2021-164406-CHO-FUD-51000,2024-08-15,2027-02-09,Standard Class,164406,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3.0,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,908
916,US-2021-109043-CHO-TRI-54000,2024-08-15,2027-02-07,First Class,109043,United States,Hollywood,Florida,33021,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5.0,12.25,6.5,Wicked Choccy's,32.076176,-81.088371,906
917,US-2021-141005-CHO-FUD-51000,2024-08-15,2027-02-08,First Class,141005,United States,Fairfield,Connecticut,6824,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3.0,7.2,3.6,Lot's O' Nuts,32.881893,-111.768036,907
918,US-2021-164406-CHO-MIL-31000,2024-08-15,2027-02-09,Standard Class,164406,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4.0,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,908
919,US-2021-138023-CHO-SCR-58000,2024-08-15,2027-02-08,First Class,138023,United States,Dallas,Texas,75081,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8.0,20.0,8.8,Lot's O' Nuts,32.881893,-111.768036,907
920,US-2021-164406-CHO-SCR-58000,2024-08-15,2027-02-09,Standard Class,164406,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,908
921,US-2021-164406-CHO-TRI-54000,2024-08-15,2027-02-09,Standard Class,164406,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,908
922,US-2021-109043-CHO-MIL-31000,2024-08-15,2027-02-07,First Class,109043,United States,Hollywood,Florida,33021,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5.0,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,906
923,US-2021-142839-CHO-SCR-58000,2024-08-16,2027-02-10,Standard Class,142839,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6.0,15.0,6.6,Lot's O' Nuts,32.881893,-111.768036,908
924,US-2021-111500-CHO-FUD-51000,2024-08-17,2027-02-11,Standard Class,111500,United States,Little Rock,Arkansas,72209,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4.0,9.6,4.8,Lot's O' Nuts,32.881893,-111.768036,908
925,US-2021-111500-CHO-TRI-54000,2024-08-17,2027-02-11,Standard Class,111500,United States,Little Rock,Arkansas,72209,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7.0,17.15,9.1,Wicked Choccy's,32.076176,-81.088371,908
926,US-2021-111500-CHO-MIL-31000,2024-08-17,2027-02-11,Standard Class,111500,United States,Little Rock,Arkansas,72209,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5.0,10.55,5.7,Wicked Choccy's,32.076176,-81.088371,908
927,US-2021-129168-CHO-MIL-31000,2024-08-17,2027-02-13,Standard Class,129168,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,910
928,US-2021-111500-CHO-TRI-54000,2024-08-17,2027-02-11,Standard Class,111500,United States,Little Rock,Arkansas,72209,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4.0,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,908
929,US-2021-156559-CHO-MIL-31000,2024-08-19,2027-02-16,Standard Class,156559,United States,Jonesboro,Arkansas,72401,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9.0,18.99,10.26,Wicked Choccy's,32.076176,-81.088371,911
930,US-2021-133158-CHO-FUD-51000,2024-08-19,2027-02-11,Second Class,133158,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7.0,16.8,8.4,Lot's O' Nuts,32.881893,-111.768036,906
931,US-2021-121727-CHO-FUD-51000,2024-08-19,2027-02-14,Standard Class,121727,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,909
932,US-2021-133158-CHO-MIL-31000,2024-08-19,2027-02-11,Second Class,133158,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2.0,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,906
933,US-2021-164616-CHO-TRI-54000,2024-08-19,2027-02-11,Second Class,164616,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4.0,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,906
934,US-2021-143581-CHO-NUT-13000,2024-08-19,2027-02-13,Standard Class,143581,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,908
935,US-2021-164616-CHO-TRI-54000,2024-08-19,2027-02-11,Second Class,164616,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,906
936,CA-2021-132339-CHO-TRI-54000,2024-08-19,2027-02-13,Standard Class,132339,Canada,Montreal,Quebec,H1B,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,908
937,CA-2021-115777-CHO-NUT-13000,2024-08-19,2027-02-14,Standard Class,115777,Canada,Montreal,Quebec,H1B,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1.0,2.49,1.0,Lot's O' Nuts,32.881893,-111.768036,909
938,US-2021-114321-CHO-FUD-51000,2024-08-20,2027-02-15,Standard Class,114321,United States,Hampton,Virginia,23666,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,46.8,13.0,31.2,15.6,Lot's O' Nuts,32.881893,-111.768036,909
939,US-2021-166716-CHO-NUT-13000,2024-08-20,2027-02-15,Second Class,166716,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2.0,4.98,2.0,Lot's O' Nuts,32.881893,-111.768036,909
940,US-2021-114321-CHO-FUD-51000,2024-08-20,2027-02-15,Standard Class,114321,United States,Hampton,Virginia,23666,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1.0,2.4,1.2,Lot's O' Nuts,32.881893,-111.768036,909
941,US-2021-114321-CHO-FUD-51000,2024-08-20,2027-02-15,Standard Class,114321,United States,Hampton,Virginia,23666,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,909
942,US-2021-123253-CHO-TRI-54000,2024-08-22,2027-02-15,Second Class,123253,United States,Lakewood,Ohio,44107,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1.0,2.45,1.3,Wicked Choccy's,32.076176,-81.088371,907
943,US-2021-166828-CHO-MIL-31000,2024-08-22,2027-02-15,First Class,166828,United States,Saint Charles,Missouri,63301,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2.0,4.22,2.28,Wicked Choccy's,32.076176,-81.088371,907
944,US-2021-130918-CHO-TRI-54000,2024-08-22,2027-02-14,Second Class,130918,United States,North Miami,Florida,33161,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,906
945,US-2021-124737-CHO-NUT-13000,2024-08-23,2027-02-17,Standard Class,124737,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,908
946,US-2021-154837-CHO-FUD-51000,2024-08-23,2027-02-17,Second Class,154837,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,908
947,US-2021-124737-CHO-MIL-31000,2024-08-23,2027-02-17,Standard Class,124737,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6.0,12.66,6.84,Wicked Choccy's,32.076176,-81.088371,908
948,US-2021-124737-CHO-MIL-31000,2024-08-23,2027-02-17,Standard Class,124737,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9.0,18.99,10.26,Wicked Choccy's,32.076176,-81.088371,908
949,US-2021-124737-CHO-TRI-54000,2024-08-23,2027-02-17,Standard Class,124737,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,908
950,US-2021-112795-CHO-NUT-13000,2024-08-23,2027-02-18,Second Class,112795,United States,Grand Rapids,Michigan,49505,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,909
951,US-2021-110639-CHO-TRI-54000,2024-08-23,2027-02-13,Same Day,110639,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4.0,9.8,5.2,Wicked Choccy's,32.076176,-81.088371,904
952,US-2021-110639-CHO-MIL-31000,2024-08-23,2027-02-13,Same Day,110639,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4.0,8.44,4.56,Wicked Choccy's,32.076176,-81.088371,904
953,US-2021-124737-CHO-SCR-58000,2024-08-23,2027-02-17,Standard Class,124737,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1.0,2.5,1.1,Lot's O' Nuts,32.881893,-111.768036,908
954,US-2021-124737-CHO-MIL-31000,2024-08-23,2027-02-17,Standard Class,124737,United States,Denver,Colorado,80219,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9.0,18.99,10.26,Wicked Choccy's,32.076176,-81.088371,908
955,US-2021-107916-CHO-FUD-51000,2024-08-24,2027-02-16,First Class,107916,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2.0,4.8,2.4,Lot's O' Nuts,32.881893,-111.768036,906
956,US-2021-107916-CHO-MIL-31000,2024-08-24,2027-02-16,First Class,107916,United States,Oceanside,New York,11572,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,906
957,US-2021-106719-CHO-TRI-54000,2024-08-24,2027-02-14,Same Day,106719,United States,Billings,Montana,59102,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2.0,4.9,2.6,Wicked Choccy's,32.076176,-81.088371,904
958,US-2021-120432-CHO-SCR-58000,2024-08-24,2027-02-16,Second Class,120432,United States,Owensboro,Kentucky,42301,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3.0,7.5,3.3,Lot's O' Nuts,32.881893,-111.768036,906
959,US-2021-104178-CHO-MIL-31000,2024-08-25,2027-02-19,Standard Class,104178,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1.0,2.11,1.14,Wicked Choccy's,32.076176,-81.088371,908
960,US-2021-107398-CHO-SCR-58000,2024-08-25,2027-02-20,Standard Class,107398,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4.0,10.0,4.4,Lot's O' Nuts,32.881893,-111.768036,909
961,US-2021-107398-CHO-TRI-54000,2024-08-25,2027-02-20,Standard Class,107398,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8.0,19.6,10.4,Wicked Choccy's,32.076176,-81.088371,909
962,US-2021-126200-CHO-MIL-31000,2024-08-25,2027-02-19,Standard Class,126200,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3.0,6.33,3.42,Wicked Choccy's,32.076176,-81.088371,908
963,US-2021-126200-CHO-NUT-13000,2024-08-25,2027-02-19,Standard Class,126200,United States,Houston,Texas,77070,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3.0,7.47,3.0,Lot's O' Nuts,32.881893,-111.768036,908
964,US-2021-107398-CHO-TRI-54000,2024-08-25,2027-02-20,Standard Class,107398,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3.0,7.35,3.9,Wicked Choccy's,32.076176,-81.088371,909
965,US-2021-115259-CHO-TRI-54000,2024-08-25,2027-02-17,Second Class,115259,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6.0,14.7,7.8,Wicked Choccy's,32.076176,-81.088371,906
966,US-2021-115259-CHO-SCR-58000,2024-08-25,2027-02-17,Second Class,115259,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2.0,5.0,2.2,Lot's O' Nuts,32.881893,-111.768036,906
967,US-2021-115259-CHO-SCR-58000,2024-08-25,2027-02-17,Second Class,115259,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,50.4,14.0,35.0,15.4,Lot's O' Nuts,32.881893,-111.768036,906
